No.,Company Name,Company Website
654,SOUTH MALAYSIA INDUSTRIES BERHAD [S],http://www.smib.com.my
655,SOUTHERN ACIDS (M) BERHAD [S],http://www.southernacids.com
656,SOUTHERN STEEL BERHAD,http://www.southsteel.com/
657,S P SETIA BERHAD [S],http://www.spsetia.com.my
658,SPRITZER BHD [S],http://www.spritzer.com.my
659,STAR MEDIA GROUP BERHAD [S],http://www.thestar.com.my
660,STELLA HOLDINGS BERHAD [S],http://www.stella-holdings.com.my
661,SUBUR TIASA HOLDINGS BERHAD [S],https://www.suburtiasa.com/
662,SUCCESS TRANSFORMER CORPORATION BERHAD [S],http://www.stcgroup.com.my
663,SUMATEC RESOURCES BERHAD [S],http://www.sumatec.com
664,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,http://www.sungeibagan.com
665,SUNSURIA BERHAD [S],http://www.sunsuria.com/
666,SUNWAY BERHAD [S],http://www.sunway.com.my
667,SUNWAY CONSTRUCTION GROUP BERHAD [S],http://www.suncon.com.my/
668,SUNWAY REAL ESTATE INVESTMENT TRUST,http://www.sunwayreit.com
669,SUPERLON HOLDINGS BERHAD [S],http://www.superlon.com.my
670,SUPERMAX CORPORATION BERHAD [S],http://www.supermax.com.my
671,SURIA CAPITAL HOLDINGS BERHAD [S],http://www.suriagroup.com.my/
672,SWS CAPITAL BERHAD [S],http://www.swscap.com
673,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD [S],http://www.takaful-malaysia.com.my
674,SYCAL VENTURES BERHAD,http://www.sycalberhad.com
675,SYF RESOURCES BERHAD [S],http://www.syf.com.my/
676,SYMPHONY LIFE BERHAD [S],http://www.symphonylife.my
677,T7 GLOBAL BERHAD [S],http://www.t7global.com.my/
678,TA ANN HOLDINGS BERHAD [S],http://www.taann.com.my
679,TA ENTERPRISE BERHAD,http://www.ta.com.my/
680,TA GLOBAL BERHAD,http://www.taglobal.com.my/
681,TA WIN HOLDINGS BERHAD,http://www.ta-win.com
682,TADMAX RESOURCES BERHAD [S],http://www.tadmax.com.my
683,TAFI INDUSTRIES BERHAD [S],http://www.tafi.com.my
684,TALAM TRANSFORM BERHAD [S],http://www.ttransform.com.my
685,TALIWORKS CORPORATION BERHAD [S],http://www.taliworks.com.my/
686,TAMBUN INDAH LAND BERHAD [S],http://www.tambunindah.com
687,TAN CHONG MOTOR HOLDINGS BERHAD,http://www.tanchonggroup.com/
688,TANCO HOLDINGS BERHAD [S],http://www.tancoholdings.com
689,TAS OFFSHORE BERHAD [S],http://www.tasoffshore.com
690,TASCO BERHAD,http://www.tasco.com.my
691,TASEK CORPORATION BERHAD [S],http://www.tasekcement.com
692,TDM BERHAD,http://www.tdmberhad.com.my/
693,TECHBOND GROUP BERHAD [S],http://www.techbond.com.my/
694,TECK GUAN PERDANA BERHAD,http://www.teckguan.com/TGP
695,TEK SENG HOLDINGS BERHAD [S],http://www.tekseng.com.my
696,TELEKOM MALAYSIA BERHAD [S],http://www.tm.com.my
697,TENAGA NASIONAL BHD [S],http://www.tnb.com.my
698,TEO GUAN LEE CORPORATION BERHAD [S],http://www.tglcorp.com.my
699,TEO SENG CAPITAL BERHAD [S],http://www.teoseng.com.my
700,TEXCHEM RESOURCES BERHAD,http://www.texchemgroup.com
701,TH HEAVY ENGINEERING BERHAD [S],http://www.ramunia.com
702,TH PLANTATIONS BERHAD [S],http://thplantations.com.my/thp/
703,THETA EDGE BERHAD [S],http://www.theta-edge.com/
704,THONG GUAN INDUSTRIES BERHAD [S],http://www.thongguan.com
705,THREE-A RESOURCES BERHAD [S],http://www.three-a.com.my
706,THRIVEN GLOBAL BERHAD [S],http://thriven.com.my/
707,TIEN WAH PRESS HOLDINGS BERHAD,http://www.tienwah.com
708,TIGER SYNERGY BERHAD [S],http://www.tigersynergy.my/
709,TIMBERWELL BERHAD [S],http://timwell.com.my/
710,TIME DOTCOM BERHAD [S],http://www.time.com.my
711,TIONG NAM LOGISTICS HOLDINGS BERHAD [S],http://www.tiongnam.com
712,TITIJAYA LAND BERHAD [S],http://www.titijaya.com.my
713,TMC LIFE SCIENCES BERHAD,http://www.tmclife.com
714,TOMEI CONSOLIDATED BERHAD,http://www.tomei.com.my/
715,TOMYPAK HOLDINGS BERHAD [S],http://www.tomypak.com.my
716,TONG HERR RESOURCES BERHAD [S],http://tong.com.my/
717,TOP GLOVE CORPORATION BHD [S],http://www.topglove.com/
718,TOWER REAL ESTATE INVESTMENT TRUST,http://www.tower-reit.com.my
719,TOYO INK GROUP BERHAD [S],http://www.toyoink.com.my
720,TPC PLUS BERHAD [S],http://www.tpc.com.my
721,TRANSOCEAN HOLDINGS BHD [S],http://www.transocean.com.my
722,TRC SYNERGY BERHAD [S],http://www.trc.com.my
723,TRIVE PROPERTY GROUP BERHAD [S],http://www.etitech.com.my
724,TROPICANA CORPORATION BERHAD [S],http://www.dijaya.com.my
725,TSH RESOURCES BERHAD [S],http://www.tsh.com.my
726,TSR CAPITAL BERHAD [S],http://www.tsrcap.com.my
727,TUNE PROTECT GROUP BERHAD,http://www.tuneinsurance.com
728,TURBO-MECH BERHAD,http://www.turbomech.com.my
729,TURIYA BERHAD [S],http://www.turiya.com.my
730,UCHI TECHNOLOGIES BERHAD [S],http://www.uchi.net
731,UEM EDGENTA BERHAD [S],http://www.uemedgenta.com
732,UEM SUNRISE BERHAD [S],http://www.uemsunrise.com
733,UMS HOLDINGS BERHAD [S],http://www.umsh.com
734,UMS-NEIKEN GROUP BERHAD [S],http://www.ums-neiken.com/
735,UMW HOLDINGS BERHAD [S],http://www.umw.com.my
736,UNIMECH GROUP BERHAD [S],http://www.unimechgroup.com
737,UNISEM (M) BERHAD [S],http://www.unisemgroup.com
738,UNITED MALACCA BERHAD [S],http://www.unitedmalacca.com.my
739,UNITED PLANTATIONS BERHAD [S],http://www.unitedplantations.com
740,UNITED U-LI CORPORATION BERHAD [S],http://www.uli.com.my
741,UOA DEVELOPMENT BHD [S],http://www.uoadev.com.my
742,UOA REAL ESTATE INVESTMENT TRUST,http://www.uoareit.com.my
743,UPA CORPORATION BHD [S],http://www.upa.com.my
744,UWC BERHAD [S],https://www.uwcberhad.com.my/
745,UZMA BERHAD [S],http://www.uzmagroup.com
746,V.S. INDUSTRY BERHAD [S],http://www.vs-i.com
747,VELESTO ENERGY BERHAD [S],http://www.umw-oilgas.com
748,VERSATILE CREATIVE BERHAD [S],http://www.vc-b.com.my
749,VERTICE BERHAD [S],http://www.voir.com.my
750,VITROX CORPORATION BERHAD [S],http://www.vitrox.com/
751,VIZIONE HOLDINGS BERHAD [S],http://www.vizione.com.my/
752,VSTECS BERHAD [S],http://www.ecsm.com.my
753,WAH SEONG CORPORATION BERHAD [S],http://www.wahseong.com
754,WANG-ZHENG BERHAD,http://www.wangzhengberhad.com
755,WARISAN TC HOLDINGS BERHAD,http://www.warisantc.com/
756,WATTA HOLDING BERHAD [S],http://www.watta.com.my
757,WCE HOLDINGS BERHAD,http://www.wcehb.com.my
758,WCT HOLDINGS BERHAD [S],http://www.wct.com.my
759,WEGMANS HOLDINGS BERHAD [S],http://wegmans.com.my/
760,WELLCALL HOLDINGS BERHAD [S],http://wellcallholdings.com/
761,WESTPORTS HOLDINGS BERHAD [S],http://www.westportsmalaysia.com
762,WHITE HORSE BERHAD [S],http://www.whitehorse.com.my
763,WIDETECH (MALAYSIA) BERHAD,http://www.widetechbhd.com.my
764,WILLOWGLEN MSC BERHAD,http://www.willowglen.com.my/
765,WMG HOLDINGS BERHAD [S],http://www.wmghb.com.my/
766,WONG ENGINEERING CORPORATION BERHAD [S],http://www.wec.com.my
767,WOODLANDOR HOLDINGS BHD [S],http://www.woodlandor.com.my
768,WTK HOLDINGS BERHAD [S],http://www.wtkholdings.com
769,WZ SATU BERHAD [S],http://www.wengzheng.com/
770,XIAN LENG HOLDINGS BERHAD [S],http://www.xianleng.com.my
771,XIDELANG HOLDINGS LTD,http://www.xidelang.com/
772,XIN HWA HOLDINGS BERHAD [S],http://www.xinhwa.com.my/
773,Y&G CORPORATION BHD [S],http://www.ygcorp.com.my
774,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD [S],http://www.yspsah.com
775,YEE LEE CORPORATION BHD [S],http://www.yeelee.com.my
776,YI-LAI BERHAD [S],http://www.alpha-tiles.com.my
777,YINSON HOLDINGS BERHAD [S],http://www.yinson.com.my
778,YKGI HOLDINGS BERHAD,http://ykgigroup.com/
779,YLI HOLDINGS BERHAD [S],http://www.yli.com.my
780,YNH PROPERTY BERHAD [S],http://www.ynhb.com.my
781,YONG TAI BERHAD [S],http://www.yongtai.com.my
782,YOONG ONN CORPORATION BERHAD [S],http://yoongonn.com
783,YTL CORPORATION BERHAD,http://www.ytl.com.my/
784,YTL HOSPITALITY REIT,http://www.starhillreit.com/
785,YTL POWER INTERNATIONAL BHD,http://www.ytl.com.my/index.asp
786,ZECON BERHAD [S],http://www.zecon.com.my
787,ZELAN BERHAD [S],http://www.zelan.com
788,ZHULIAN CORPORATION BERHAD [S],http://www.zhulian.com
